channelId,title,country,publishedAt,subscriberCount,viewCount,videoCount
UCIYyD-O85i1hNkZ8354aX8g,UR Medicine,US,2008-09-18T14:32:09Z,16800,7806586,1453
UCtaPakWVNr0bPC9O96-edAg,Jefferson Health,US,2007-08-09T17:12:40Z,16800,23207741,406
UCATlWUy9Onv7-Ya1LQm-o7w,Physio Active India,IN,2018-03-12T10:24:57Z,15700,1561580,208
UCdTnt3TpDPdtUHFjyRvMwUg,UniversalCore ,,2018-11-01T04:42:54Z,15500,8034787,103
UCPzNqSjwTi3JPlL7jhm61gw,Chloe Davis,GB,2021-10-13T05:43:31.260084Z,15300,5039117,86
UCbzdvfDWYPPOVdjjLdYSz-g,The Ottawa Hospital,,2011-01-11T15:22:58Z,15200,4412279,666
UCQsf8h5kzTA7m7WKAsLcyVA,The First Aid Show,GB,2012-09-01T06:36:21Z,15100,2667352,617
UCe-hcFYhi5QMmXcR_kNippQ,"Dr. Nicole Cain, ND, MA",US,2015-12-04T02:42:00Z,14900,1203362,730
UCS_Sp4OVI4zkNFlLIJKqUxQ,Humphry the butler®,,2011-10-01T14:18:30Z,14700,729219,245
UC3edfdLeVw7tvOTziAnTEew,Gates Brain Health,,2018-01-24T05:46:20Z,13300,1092223,656
UC6kbAUp8MPFnT8tFV7MZjTw,Dr Sonia Nain ,IN,2017-03-07T04:33:07Z,13100,3141033,1452
UChdVDaoJX2jqP95OhXhNT1g,Beyond Blue Official,AU,2009-05-20T01:11:11Z,13100,5320426,297
UCj2caSdz7Y2QW4iIq9gtNyw,KSBJ Radio,US,2012-09-06T16:34:44Z,13000,3933489,554
UCnLln4Tbyqphl70uADwzL_w,Hussain Psychology,AU,2025-02-08T03:42:25.890027Z,13000,77665,128
UCxxnncYTUHBOA5qTJDHoSIg,Tim Box - Mind Coach,GB,2010-09-04T09:49:21Z,12600,674698,653
UCQuHF1gsJX3kh4x-CoZnTdA,Myndlift Neurofeedback,US,2015-03-15T16:58:02Z,12100,2872052,137
UCRbS5oeG_aFF9WimBl7WPJA,My People Patterns,US,2018-08-18T21:13:46Z,11200,803476,588
UC-zg4Q8abDO3Jh_R4FE9cHA,The Caring Medic,GB,2020-04-18T20:13:53.011698Z,11000,2375859,587
UCJUvJ59DTPVDN2yKfJ2DoWg,Ambulance Australia,,2025-11-03T16:19:44.063126Z,10900,1225848,33
UCWGjB94AFOMcsAw3262iixQ,VINNY,GB,2022-10-07T20:24:44.03019Z,10500,4723346,10
UC8uAyHeF20UEC1oGKczqh5A,Breath Guidance,,2018-11-23T23:21:28Z,10400,600752,99
UCkIkmyyQqdDhh5NEikdWp9w,Dr. Dan Sullivan,US,2015-05-07T00:17:23Z,9640,1390201,575
UCSzyUCH0VOxPYBOAyuqQwqA,Medical City Healthcare,,2015-02-20T13:45:01Z,8840,13793113,456
UCEFrX1hl8tOBLUQ4aVwFS5A,Kids Helpline,AU,2010-07-08T04:17:28Z,8580,3265105,233
UCyvM-oDY4kBqX_sBRqT1mMQ,Garret Morgan,US,2016-01-29T07:09:54Z,8430,1280883,21
UC36gNUiLi9Dbe4t0yt2H4IQ,First Check,IN,2015-03-28T06:35:52Z,7810,2882064,575
UCQwfjhgs-Xuv2LRkXtJi6AQ,PathToAkhirah,,2021-07-28T14:44:01.538518Z,7430,1412651,1946
UCMGMsxHVAfuveLsah_EmBRg,Your Anxiety Toolkit,US,2017-01-17T22:34:26Z,7340,478431,503
UC9bzTEvPeXjS6uyirHHRIvw,IamdoechiiVEVO,,2020-09-23T14:11:45.5014Z,7270,370868372,31
UCN23LumYihAgBreo8ni-sgA,PsychologyWorks,US,2018-04-18T12:09:41Z,7200,1180440,101
UClDxm4w4PB0_KmTGAqN0hwg,Kettering Health,US,2009-07-17T19:50:52Z,7050,1967771,826
UCh13fru2aIKJbAbaMe0P7GQ,Ultimate Mindset Change with Paul Sheppard,GB,2014-05-29T15:13:05Z,6970,401790,656
UCD2I9G8ALY23QWO1QQdezHg,Blue Cross Blue Shield of Michigan,US,2010-01-27T19:42:47Z,6890,3800071,930
UCgaIVWNnUISj82QkSiAVWaw,Dr. Sean Woodland,,2013-08-12T00:29:41Z,6840,54906,110
UChdr6MfklpKiAlZRju73lwQ,Therapy in a Nutshell Podcast,US,2024-12-13T15:44:10.211004Z,6810,207661,13
UCORFEF05t9rFXq5TFW4vGDw,headspaceAustralia,AU,2011-02-07T10:09:03Z,6690,5364064,322
UCOO5QzfXBnu11BzbKuS_-Jg,Self Motivation,US,2019-03-05T14:06:18Z,5960,935954,18
UCDFyYPqeiI0ntdE8HxeIuqw,Washoe Sheriff,,2013-08-26T23:33:18Z,5750,2176544,278
UCHSvTgWouJxCWej7sdg-52w,NYU School of Global Public Health,US,2015-04-27T16:33:24Z,5690,1664294,494
UC2zklnxYRPIruwHRNjDyT8A,Cognitive Psychiatry of Chapel Hill,,2013-12-09T18:13:21Z,5680,653937,22
UCKQKiEsF-ihAnxvhmUJTxqA,Mental Health at Work,GB,2013-09-25T04:49:37Z,5530,1109621,44
UCZwGsgHUzlQ8YpxLuu0-3Hw,Dr. Nitin Saluja,IN,2023-03-09T13:52:50.35706Z,5450,2261817,103
UCumC4Sxg5KGCcUJRvh2t2Jw,Mental Health With Alana,AU,2015-04-28T12:09:03Z,5230,1839558,550
UCCt_FVZMlylbUPReg4aJpew,Brain XP,US,2017-10-17T01:47:51Z,4950,1812811,91
UCMMRsE_KDW6QFr34HWl4bKQ,Autism BC,CA,2017-06-12T20:25:56Z,4550,546307,316
UCEIiXwdn4yLVe2lASr4Je7A,"Paulina Arista, MD, MHA",US,2020-09-13T06:52:19.161862Z,4320,4128237,107
UCHU0Nk9GtM4K4G1JGFVo_fw,Moonlight Scorpio - Topic,,2021-08-27T08:59:37.298829Z,3870,2051567,34
UCdZT_QzVg5y14aj7RA24ZHg,Makin Wellness | Online therapy,US,2017-05-24T06:38:21Z,3840,2404788,1096
UCOczrUsUjmBbUMPT0HIgGKg,Autistica,GB,2019-02-25T16:06:26Z,3830,257188,121
UC9R7nEtLtVIHnGSkYsx4-OA,AnxietyJosh,GB,2021-09-30T10:51:47.338886Z,3810,99998,50
UCezQgKlTA9t17cLT1E3Runw,The PX Docs,US,2021-04-20T15:23:15.194766Z,3730,230715,688
UClTNhz4Fpg1fZPwqkh9O-_w,NHS 24,,2017-11-13T11:58:10Z,3680,2291727,212
UC6V9R82srt0UX9fv6IISv5A,Health Awareness With JK,,2018-01-17T05:31:17Z,3550,859817,362
UCIi9UQVCjQmilzhTcj_PzWw,HI-TECH MEDICAL COLLEGE AND HOSPITAL,IN,2021-07-01T11:10:59.258541Z,3190,669088,154
UCMcquI9FVHp4MApokYgy1_w,Muse Wellbeing,GB,2022-05-27T02:01:15.408962Z,3080,1345051,26
UC-YkVbHcFi4Ah-XotZHVG5A,Self-Care Is For Everyone,US,2019-01-13T03:42:15Z,2920,1232046,558
UCebVnd3f2vsj82Eee7MOVAQ,MasculinityEdits,,2021-06-22T19:23:08.591868Z,2700,2370353,29
UClD8JHGgJtuoDfBSWuSTcwg,Awaken & Uplift,PH,2025-03-28T07:28:35.49864Z,2400,381991,121
UCVKvWyv0lKeMlmCw8TOnkkQ,Neckwise south sarasota,,2021-11-04T22:18:27.467595Z,2390,823221,470
UCAd9yt013dP4c_cVH3Te9oQ,Penn State PRO Wellness,US,2013-04-02T16:40:29Z,2370,1365993,85
UCklARw51_XdFP_shAzBgBbg,Dr. V. U. Karthikeyan Psychiatrist,,2023-11-03T13:10:00.469459Z,2370,464520,347
UCIRdZH5v473cXToBTLrSDwg,Cerebral,US,2021-01-04T14:41:28.771124Z,2230,3357040,113
UCT4tuNmJmzUxfB2-jyF350Q,LH studio,MY,2022-12-04T09:54:04.571187Z,2200,1723803,74
UCWZAIUg-lGNkkboQOm2rUnQ,Anxiety Institute,US,2020-02-18T01:11:47.854126Z,2070,371456,107
UCVRdn4iaoTEIhW8SaIHMeXA,QIMR Berghofer,AU,2011-10-28T04:31:23Z,2040,776289,280
UCWuA38hagMWXzaPiG0g8n2A,Hedieh Safiyari,CA,2022-06-18T21:53:54.199174Z,1980,435238,164
UC1lLokejLJp4Qfz2tKOPRuw,Think Eden Media,,2016-04-05T15:19:28Z,1950,99216,153
UCHpymKKyZTz9qKYK1GvBA3g,Depressionshilfe,,2011-07-08T08:31:22Z,1860,393612,85
UCGwacJUhmcrUVyjVTps1nZw,Recovery.com,US,2018-03-27T22:27:57Z,1860,1677505,303
UCCbqEc3Shf4Iv9pDuLe9BbA,Biltmore Psychology and Counseling,US,2013-10-09T16:46:16Z,1670,264614,85
UCvhpkH0B5TFUnz4WKkKbDhA,Victim Support,GB,2010-06-08T13:26:04Z,1650,621384,110
UCp6qHYEdVJMBQEgnbNe7HTw,THE POWER OF HELPING with Reuben Wachs,GB,2020-03-30T12:30:49.59496Z,1340,51636,16
UCQxhAVNyFzqwXyMFKLAswuA,Mastermind ,,2022-09-01T16:46:33.273424Z,1290,738433,41
UCj8qC1b3k7JmrCn2GesAxtw,"Dr. Ted Corbould, PsyD",,2011-10-10T13:49:57Z,1240,151708,107
UCDUtXDxKsIF7l4xgM80lZUg,Guardian Recovery,,2018-11-08T17:53:48Z,1050,6346288,140
UC-VhgAZFIakBidBTvC3J78A,Dr D Archanaa Psychiatrist,,2023-06-26T13:54:26.030952Z,1040,149846,196
UCTWeLIIpMxF9uQhKVhQaltQ,KGH Foundation,CA,2013-07-10T15:42:39Z,894,518296,256
UC2gGO23Mldbw1M2apqKJW9g,Youth to Youth International,,2014-02-20T21:56:02Z,842,202141,97
UC4aBJyzDC4x7UomkTE8jc-Q,KDH Collective,US,2021-12-05T22:28:22.089113Z,828,247292,473
UCktrg4qUnjp822DJP-99OcA,AbbVie US,US,2022-08-22T20:15:17.519164Z,803,666476,87
UCvsnKrJFerCALWtWL68bJcg,Chanelle,,2019-08-05T18:38:20Z,764,328826,25
UCahdpTqTTqH9L3-G2vH32YA,MentalCore,,2023-12-28T10:01:39.279843Z,749,1203554,74
UCuifHRBnRfr6fT8_tEElBfw,Nushama,US,2021-06-09T16:42:00.959726Z,700,300904,102
UCgbAYU0xzelsuUsFii5nFvw,Gavin Sisters,,2017-01-10T12:19:40Z,663,85932,220
UCRaNxSz8F5aWPVVPotkleTA,Ramma - Topic,,2024-11-19T18:07:41.208973Z,600,278440,1
UC5pQw-3SbdYxP6Tw_fxh1Dg,Doctor Doodle Dad,GB,2022-05-18T09:42:52.198598Z,596,102172,336
UCkEFTaXg5qnolGb_vo092yg,Mental Health with Mehreen ,,2023-04-14T15:19:51.054209Z,541,494124,117
UCb40jA5qoSeXa-NdPCjLenQ,Mind Health and You,GB,2024-12-12T19:35:56.798734Z,516,87851,253
UCFk0-gvzLUonzP1_Jjmf_Lw,Elumind,CA,2020-08-26T20:33:04.788174Z,505,319214,193
UC0P3nfvv-19DgWHq6MzX9ZA,Vitality Chiropractic Singapore ,SG,2019-01-05T00:12:44Z,409,839105,587
UCMscvnOmGyU3MegYNcKIGhw,Forest Holme Hospice Charity,,2014-02-07T14:14:40Z,255,278327,152
UCvdz_d7yL4UDtvT_AiIHglQ,jellybean,,2023-04-01T13:59:56.306643Z,224,184078,35
UCLBIHgN-aKmhlhQv_MMJE5A,medwithsam,,2023-02-12T11:48:10.02409Z,201,15207,21
UCNVKH1MB2HpgEL3JLNYFbew,Inspire TMS Denver,US,2021-11-15T16:37:37.294917Z,90,78712,44
UCF-z_DwiwjOyJ67lK4kOI_w,Guiding Tides,US,2025-03-14T01:51:05.395122Z,75,59184,77
UC5ydZoYS_qgBOLarhJ5iuoQ,Doctor Specialties Explained,US,2025-04-11T14:15:29.279076Z,52,11509,8161
UCpTus6iY545JAWUz2WcYysw,My Mental Health Podcast,,2025-08-11T13:01:36.235958Z,32,2360,14
UChozQEOH3cTiNIKcc37Z8TQ,Face Your Phobias,US,2025-07-01T19:26:11.703015Z,14,2125,6970
